EcritureDate,Intitule,Debit,Credit
03/01/2023,Ventes de marchandises,0,5806.42
03/01/2023,Clients Charles,6592.49,0
03/01/2023,TVA collectée,0,1098.75
03/01/2023,Ventes de marchandises,0,5493.74
03/01/2023,Clients Raymond Hoareau,2720.43,0
03/01/2023,TVA collectée,0,453.41
03/01/2023,Ventes de marchandises,0,2267.02
03/01/2023,Clients Arthur Evrard,6470.04,0
03/01/2023,TVA collectée,0,1078.34
03/01/2023,Ventes de marchandises,0,5391.7
03/01/2023,Clients Édouard,60.83,0
03/01/2023,TVA collectée,0,10.14
03/01/2023,Ventes de marchandises,0,50.69
03/01/2023,Clients Manon Gilles,1978.04,0
03/01/2023,TVA collectée,0,329.67
03/01/2023,Ventes de marchandises,0,1648.37
03/01/2023,Clients Geneviève Dumas,3729.33,0
03/01/2023,TVA collectée,0,621.56
03/01/2023,Ventes de marchandises,0,3107.77
03/01/2023,Clients Édouard Pineau,5148.24,0
03/01/2023,TVA collectée,0,858.04
03/01/2023,Ventes de marchandises,0,4290.2
03/01/2023,Clients Michelle,5126.96,0
03/01/2023,TVA collectée,0,854.49
03/01/2023,Ventes de marchandises,0,4272.47
03/01/2023,Clients Odette Couturier Le Benoit,3864.9,0
03/01/2023,TVA collectée,0,644.15
03/01/2023,Ventes de marchandises,0,3220.75
03/01/2023,Banque CIC,4777.97,0
03/01/2023,TVA collectée,0,796.33
03/01/2023,Ventes de marchandises,0,3981.64
03/01/2023,Clients Charles,400.12,0
03/01/2023,TVA collectée,0,66.69
03/01/2023,Ventes de marchandises,0,333.43
03/01/2023,Clients Simone Roussel de la Laine,5474.34,0
03/01/2023,TVA collectée,0,912.39
03/01/2023,Ventes de marchandises,0,4561.95
03/01/2023,Clients Charles,4050.69,0
03/01/2023,TVA collectée,0,675.12
03/01/2023,Ventes de marchandises,0,3375.57
03/01/2023,Clients Isaac Cordier de Bruneau,6892.22,0
03/01/2023,TVA collectée,0,1148.7
03/01/2023,Ventes de marchandises,0,5743.52
03/01/2023,Clients Simone Roussel de la Laine,6339.91,0
03/01/2023,TVA collectée,0,1056.65
03/01/2023,Ventes de marchandises,0,5283.26
03/01/2023,Clients Henri Monnier,5502.06,0
03/01/2023,TVA collectée,0,917.01
03/01/2023,Ventes de marchandises,0,4585.05
03/01/2023,Clients Arthur Evrard,6072.37,0
03/01/2023,TVA collectée,0,1012.06
03/01/2023,Ventes de marchandises,0,5060.31
03/01/2023,Clients Édouard,4716.11,0
03/01/2023,TVA collectée,0,786.02
03/01/2023,Ventes de marchandises,0,3930.09
03/01/2023,Clients Céline Bourdon,1315.3,0
03/01/2023,TVA collectée,0,219.22
03/01/2023,Ventes de marchandises,0,1096.08
03/01/2023,Clients Geneviève Dumas,4744.8,0
03/01/2023,TVA collectée,0,790.8
03/01/2023,Ventes de marchandises,0,3954
03/01/2023,Clients Édouard Pineau,5165.1,0
03/01/2023,TVA collectée,0,860.85
03/01/2023,Ventes de marchandises,0,4304.25
03/01/2023,Clients Raymond Hoareau,3558.74,0
03/01/2023,TVA collectée,0,593.12
03/01/2023,Ventes de marchandises,0,2965.62
03/01/2023,Clients Simone Roussel de la Laine,4245.45,0
03/01/2023,TVA collectée,0,707.58
03/01/2023,Ventes de marchandises,0,3537.87
03/01/2023,Clients Simone Roussel de la Laine,3157.61,0
03/01/2023,TVA collectée,0,526.27
03/01/2023,Ventes de marchandises,0,2631.34
03/01/2023,Clients Guy Maréchal,6132.4,0
03/01/2023,TVA collectée,0,1022.07
03/01/2023,Ventes de marchandises,0,5110.33
03/01/2023,Clients Simone Roussel de la Laine,5422.11,0
03/01/2023,TVA collectée,0,903.69
03/01/2023,Ventes de marchandises,0,4518.42
03/01/2023,Clients Édouard Pineau,178.21,0
03/01/2023,TVA collectée,0,29.7
03/01/2023,Ventes de marchandises,0,148.51
03/01/2023,Clients Arthur Evrard,3883.39,0
03/01/2023,TVA collectée,0,647.23
03/01/2023,Ventes de marchandises,0,3236.16
03/01/2023,Clients Marcel,4832.49,0
03/01/2023,TVA collectée,0,805.41
03/01/2023,Ventes de marchandises,0,4027.08
03/01/2023,Clients Alexandria Riou,3251.16,0
03/01/2023,TVA collectée,0,541.86
03/01/2023,Ventes de marchandises,0,2709.3
03/01/2023,Clients Édouard Pineau,1084.36,0
03/01/2023,TVA collectée,0,180.73
03/01/2023,Ventes de marchandises,0,903.63
03/01/2023,Clients Charles,4642.38,0
03/01/2023,TVA collectée,0,773.73
03/01/2023,Ventes de marchandises,0,3868.65
03/01/2023,Clients Arthur Evrard,10.16,0
03/01/2023,TVA collectée,0,1.69
03/01/2023,Ventes de marchandises,0,8.47
03/01/2023,Clients Nathalie Raymond,6233.48,0
03/01/2023,TVA collectée,0,1038.91
03/01/2023,Ventes de marchandises,0,5194.57
03/01/2023,Clients Véronique de Royer,3681.23,0
03/01/2023,TVA collectée,0,613.54
03/01/2023,Ventes de marchandises,0,3067.69
03/01/2023,Clients Hortense Valette,2096.28,0
03/01/2023,TVA collectée,0,349.38
03/01/2023,Ventes de marchandises,0,1746.9
03/01/2023,Clients Marcel,1097.9,0
03/01/2023,TVA collectée,0,182.98
03/01/2023,Ventes de marchandises,0,914.92
03/01/2023,Clients Élisabeth Berger,459.13,0
03/01/2023,TVA collectée,0,76.52
03/01/2023,Ventes de marchandises,0,382.61
04/01/2023,Clients Robert Meunier,366.04,0
04/01/2023,TVA collectée,0,61.01
04/01/2023,Ventes de marchandises,0,305.03
04/01/2023,Clients Nath Parent,3902.52,0
04/01/2023,TVA collectée,0,650.42
04/01/2023,Ventes de marchandises,0,3252.1
04/01/2023,Clients Robert Le Evrard,358.48,0
04/01/2023,TVA collectée,0,59.75
04/01/2023,Ventes de marchandises,0,298.73
04/01/2023,Clients Guy Maréchal,6440.51,0
04/01/2023,TVA collectée,0,1073.42
04/01/2023,Ventes de marchandises,0,5367.09
04/01/2023,Banque SG,1080.63,0
04/01/2023,TVA collectée,0,180.11
04/01/2023,Ventes de marchandises,0,900.52
04/01/2023,Clients Odette Couturier Le Benoit,4455.68,0
04/01/2023,TVA collectée,0,742.61
04/01/2023,Ventes de marchandises,0,3713.07
04/01/2023,Clients Michelle,6430.38,0
04/01/2023,TVA collectée,0,1071.73
04/01/2023,Ventes de marchandises,0,5358.65
04/01/2023,Clients Élisabeth Berger,4113.67,0
04/01/2023,TVA collectée,0,685.61
04/01/2023,Ventes de marchandises,0,3428.06
04/01/2023,Clients Alexandria Riou,3935.81,0
04/01/2023,TVA collectée,0,655.97
04/01/2023,Ventes de marchandises,0,3279.84
04/01/2023,Clients Geneviève Dumas,4492.68,0
04/01/2023,TVA collectée,0,748.78
04/01/2023,Ventes de marchandises,0,3743.9
04/01/2023,Clients Marcel,6830.48,0
04/01/2023,TVA collectée,0,1138.41
04/01/2023,Ventes de marchandises,0,5692.07
04/01/2023,Clients Arthur Evrard,5409.82,0
04/01/2023,TVA collectée,0,901.64
04/01/2023,Ventes de marchandises,0,4508.18
04/01/2023,Clients Élisabeth Berger,6774.53,0
04/01/2023,TVA collectée,0,1129.09
04/01/2023,Ventes de marchandises,0,5645.44
04/01/2023,Clients Michelle,426.9,0
04/01/2023,TVA collectée,0,71.15
04/01/2023,Ventes de marchandises,0,355.75
04/01/2023,Clients Robert Meunier,5704.91,0
04/01/2023,TVA collectée,0,950.82
04/01/2023,Ventes de marchandises,0,4754.09
04/01/2023,Clients Henri Monnier,1187.99,0
04/01/2023,TVA collectée,0,198
04/01/2023,Ventes de marchandises,0,989.99
04/01/2023,Clients Édouard Pineau,5217.79,0
04/01/2023,TVA collectée,0,869.63
04/01/2023,Ventes de marchandises,0,4348.16
04/01/2023,Clients Manon de la Gimenez,5131.98,0
04/01/2023,TVA collectée,0,855.33
04/01/2023,Ventes de marchandises,0,4276.65
04/01/2023,Clients Franck Diaz du Devaux,2401.65,0
04/01/2023,TVA collectée,0,400.28
04/01/2023,Ventes de marchandises,0,2001.37
04/01/2023,Clients Michelle,5621.27,0
04/01/2023,TVA collectée,0,936.88
04/01/2023,Ventes de marchandises,0,4684.39
04/01/2023,Clients Geneviève Dumas,3130.81,0
04/01/2023,TVA collectée,0,521.8
04/01/2023,Ventes de marchandises,0,2609.01
04/01/2023,Clients Arthur Evrard,4023.02,0
04/01/2023,TVA collectée,0,670.5
04/01/2023,Ventes de marchandises,0,3352.52
04/01/2023,Clients Alain Chauvin,6492.55,0
04/01/2023,TVA collectée,0,1082.09
04/01/2023,Ventes de marchandises,0,5410.46
04/01/2023,Clients Marcel,6681.89,0
04/01/2023,TVA collectée,0,1113.65
04/01/2023,Ventes de marchandises,0,5568.24
04/01/2023,Clients Manon de la Gimenez,4989.52,0
04/01/2023,TVA collectée,0,831.59
04/01/2023,Ventes de marchandises,0,4157.93
04/01/2023,Clients Nathalie Raymond,2644.45,0
04/01/2023,TVA collectée,0,440.74
04/01/2023,Ventes de marchandises,0,2203.71
04/01/2023,Clients Marcel,239.54,0
04/01/2023,TVA collectée,0,39.92
04/01/2023,Ventes de marchandises,0,199.62
04/01/2023,Clients Simone Roussel de la Laine,4880.18,0
04/01/2023,TVA collectée,0,813.36
04/01/2023,Ventes de marchandises,0,4066.82
04/01/2023,Clients Geneviève Dumas,5694.28,0
04/01/2023,TVA collectée,0,949.05
04/01/2023,Ventes de marchandises,0,4745.23
04/01/2023,Clients Astrid Fleury,3051.91,0
04/01/2023,TVA collectée,0,508.65
04/01/2023,Ventes de marchandises,0,2543.26
04/01/2023,Clients Robert Meunier,2281.61,0
04/01/2023,TVA collectée,0,380.27
04/01/2023,Ventes de marchandises,0,1901.34
04/01/2023,Clients Marcel,6920.3,0
04/01/2023,TVA collectée,0,1153.38
04/01/2023,Ventes de marchandises,0,5766.92
04/01/2023,Clients Geneviève Dumas,2161.98,0
04/01/2023,TVA collectée,0,360.33
04/01/2023,Ventes de marchandises,0,1801.65
04/01/2023,Clients Michelle,4474.28,0
04/01/2023,TVA collectée,0,745.71
04/01/2023,Ventes de marchandises,0,3728.57
04/01/2023,Clients Manon Gilles,5049.6,0
04/01/2023,TVA collectée,0,841.6
04/01/2023,Ventes de marchandises,0,4208
04/01/2023,Clients Simone Roussel de la Laine,6109.37,0
04/01/2023,TVA collectée,0,1018.23
04/01/2023,Ventes de marchandises,0,5091.14
05/01/2023,Clients Raymond Hoareau,6232.58,0
05/01/2023,TVA collectée,0,1038.76
05/01/2023,Ventes de marchandises,0,5193.82
05/01/2023,Clients Marcel,262.98,0
05/01/2023,TVA collectée,0,43.83
05/01/2023,Ventes de marchandises,0,219.15
05/01/2023,Clients Henri Monnier,5501.51,0
05/01/2023,TVA collectée,0,916.92
05/01/2023,Ventes de marchandises,0,4584.59
05/01/2023,Clients Henri Monnier,5133.98,0
05/01/2023,TVA collectée,0,855.66
05/01/2023,Ventes de marchandises,0,4278.32
05/01/2023,Clients Guy Maréchal,2697.19,0
05/01/2023,TVA collectée,0,449.53
05/01/2023,Ventes de marchandises,0,2247.66
05/01/2023,Clients Marcel,5834.59,0
05/01/2023,TVA collectée,0,972.43
05/01/2023,Ventes de marchandises,0,4862.16
05/01/2023,Banque SG,4178.29,0
05/01/2023,TVA collectée,0,696.38
05/01/2023,Ventes de marchandises,0,3481.91
05/01/2023,Clients Nath Parent,5381.76,0
05/01/2023,TVA collectée,0,896.96
05/01/2023,Ventes de marchandises,0,4484.8
05/01/2023,Clients Isaac Cordier de Bruneau,1442.88,0
05/01/2023,TVA collectée,0,240.48
05/01/2023,Ventes de marchandises,0,1202.4
05/01/2023,Clients Henri Monnier,6101.3,0
05/01/2023,TVA collectée,0,1016.88
05/01/2023,Ventes de marchandises,0,5084.42
05/01/2023,Clients Manon Gilles,3600.9,0
05/01/2023,TVA collectée,0,600.15
05/01/2023,Ventes de marchandises,0,3000.75
05/01/2023,Clients Édouard Pineau,1921.55,0
05/01/2023,TVA collectée,0,320.26
05/01/2023,Ventes de marchandises,0,1601.29
05/01/2023,Clients Geneviève Dumas,3021.72,0
05/01/2023,TVA collectée,0,503.62
05/01/2023,Ventes de marchandises,0,2518.1
05/01/2023,Clients Véronique de Royer,5663.9,0
05/01/2023,TVA collectée,0,943.98
05/01/2023,Ventes de marchandises,0,4719.92
05/01/2023,Clients Alain Chauvin,6415.25,0
05/01/2023,TVA collectée,0,1069.21
05/01/2023,Ventes de marchandises,0,5346.04
05/01/2023,Clients Alain Chauvin,2428.92,0
05/01/2023,TVA collectée,0,404.82
05/01/2023,Ventes de marchandises,0,2024.1
05/01/2023,Clients Alain Chauvin,220.17,0
05/01/2023,TVA collectée,0,36.7
05/01/2023,Ventes de marchandises,0,183.47
05/01/2023,Clients Michelle,2753.61,0
05/01/2023,TVA collectée,0,458.94
05/01/2023,Ventes de marchandises,0,2294.67
05/01/2023,Clients Odette Couturier Le Benoit,6940.6,0
05/01/2023,TVA collectée,0,1156.77
05/01/2023,Ventes de marchandises,0,5783.83
05/01/2023,Clients Nath Parent,5674.76,0
05/01/2023,TVA collectée,0,945.79
05/01/2023,Ventes de marchandises,0,4728.97
05/01/2023,Clients Marcel,4703.54,0
05/01/2023,TVA collectée,0,783.92
05/01/2023,Ventes de marchandises,0,3919.62
05/01/2023,Banque CIC,2273.76,0
05/01/2023,TVA collectée,0,378.96
05/01/2023,Ventes de marchandises,0,1894.8
05/01/2023,Clients Raymond Hoareau,2882.49,0
05/01/2023,TVA collectée,0,480.41
05/01/2023,Ventes de marchandises,0,2402.08
05/01/2023,Clients Henri Monnier,2660.27,0
05/01/2023,TVA collectée,0,443.38
05/01/2023,Ventes de marchandises,0,2216.89
05/01/2023,Banque CIC,5120.68,0
05/01/2023,TVA collectée,0,853.45
05/01/2023,Ventes de marchandises,0,4267.23
05/01/2023,Clients Manon Gilles,6493.12,0
05/01/2023,TVA collectée,0,1082.19
05/01/2023,Ventes de marchandises,0,5410.93
05/01/2023,Clients Alain Chauvin,5179.3,0
05/01/2023,TVA collectée,0,863.22
05/01/2023,Ventes de marchandises,0,4316.08
05/01/2023,Clients Arthur Evrard,17.56,0
05/01/2023,TVA collectée,0,2.93
05/01/2023,Ventes de marchandises,0,14.63
05/01/2023,Clients Robert Le Evrard,6528.78,0
05/01/2023,TVA collectée,0,1088.13
05/01/2023,Ventes de marchandises,0,5440.65
05/01/2023,Clients Hortense Valette,3827.13,0
05/01/2023,TVA collectée,0,637.86
05/01/2023,Ventes de marchandises,0,3189.27
05/01/2023,Clients Élisabeth Berger,3987.84,0
05/01/2023,TVA collectée,0,664.64
05/01/2023,Ventes de marchandises,0,3323.2
05/01/2023,Clients Odette Couturier Le Benoit,4038.04,0
05/01/2023,TVA collectée,0,673.01
05/01/2023,Ventes de marchandises,0,3365.03
05/01/2023,Clients Céline Bourdon,3734.72,0
05/01/2023,TVA collectée,0,622.45
05/01/2023,Ventes de marchandises,0,3112.27
06/01/2023,Clients Arthur Evrard,1311.27,0
06/01/2023,TVA collectée,0,218.55
06/01/2023,Ventes de marchandises,0,1092.72
06/01/2023,Clients Geneviève Dumas,2014.07,0
06/01/2023,TVA collectée,0,335.68
06/01/2023,Ventes de marchandises,0,1678.39
06/01/2023,Clients Manon Gilles,1067.51,0
06/01/2023,TVA collectée,0,177.92
06/01/2023,Ventes de marchandises,0,889.59
06/01/2023,Clients Simone Roussel de la Laine,6526.22,0
06/01/2023,TVA collectée,0,1087.7
06/01/2023,Ventes de marchandises,0,5438.52
06/01/2023,Clients Hortense Valette,4477.57,0
06/01/2023,TVA collectée,0,746.26
06/01/2023,Ventes de marchandises,0,3731.31
06/01/2023,Clients Manon Gilles,657.25,0
06/01/2023,TVA collectée,0,109.54
06/01/2023,Ventes de marchandises,0,547.71
06/01/2023,Clients Édouard Pineau,1177.58,0
06/01/2023,TVA collectée,0,196.26
06/01/2023,Ventes de marchandises,0,981.32
06/01/2023,Clients Élisabeth Berger,3710.9,0
06/01/2023,TVA collectée,0,618.48
06/01/2023,Ventes de marchandises,0,3092.42
06/01/2023,Clients Michelle,5031.13,0
06/01/2023,TVA collectée,0,838.52
06/01/2023,Ventes de marchandises,0,4192.61
06/01/2023,Clients Simone Roussel de la Laine,4341.05,0
06/01/2023,TVA collectée,0,723.51
06/01/2023,Ventes de marchandises,0,3617.54
06/01/2023,Clients Édouard Pineau,1274.27,0
06/01/2023,TVA collectée,0,212.38
06/01/2023,Ventes de marchandises,0,1061.89
06/01/2023,Clients Robert Meunier,1106.26,0
06/01/2023,TVA collectée,0,184.38
06/01/2023,Ventes de marchandises,0,921.88
06/01/2023,Clients Honoré Maillet,1575.22,0
06/01/2023,TVA collectée,0,262.54
06/01/2023,Ventes de marchandises,0,1312.68
06/01/2023,Clients Nathalie Raymond,3394.06,0
06/01/2023,TVA collectée,0,565.68
06/01/2023,Ventes de marchandises,0,2828.38
06/01/2023,Banque CIC,529.11,0
06/01/2023,TVA collectée,0,88.19
06/01/2023,Ventes de marchandises,0,440.92
06/01/2023,Clients Geneviève Dumas,5437.26,0
06/01/2023,TVA collectée,0,906.21
06/01/2023,Ventes de marchandises,0,4531.05
06/01/2023,Clients Robert Meunier,1209.7,0
06/01/2023,TVA collectée,0,201.62
06/01/2023,Ventes de marchandises,0,1008.08
06/01/2023,Clients Odette Couturier Le Benoit,5694.89,0
06/01/2023,TVA collectée,0,949.15
06/01/2023,Ventes de marchandises,0,4745.74
06/01/2023,Clients Simone Roussel de la Laine,5377.63,0
06/01/2023,TVA collectée,0,896.27
06/01/2023,Ventes de marchandises,0,4481.36
06/01/2023,Banque SG,2444.96,0
06/01/2023,TVA collectée,0,407.49
06/01/2023,Ventes de marchandises,0,2037.47
06/01/2023,Clients Arthur Evrard,3441.6,0
06/01/2023,TVA collectée,0,573.6
06/01/2023,Ventes de marchandises,0,2868
06/01/2023,Clients Odette Couturier Le Benoit,2586.18,0
06/01/2023,TVA collectée,0,431.03
06/01/2023,Ventes de marchandises,0,2155.15
06/01/2023,Clients Robert Le Evrard,275.07,0
06/01/2023,TVA collectée,0,45.84
06/01/2023,Ventes de marchandises,0,229.23
06/01/2023,Clients Odette Couturier Le Benoit,6030.83,0
06/01/2023,TVA collectée,0,1005.14
06/01/2023,Ventes de marchandises,0,5025.69
06/01/2023,Clients Manon Gilles,4833.62,0
06/01/2023,TVA collectée,0,805.6
06/01/2023,Ventes de marchandises,0,4028.02
06/01/2023,Clients Odette Couturier Le Benoit,560.09,0
06/01/2023,TVA collectée,0,93.35
06/01/2023,Ventes de marchandises,0,466.74
06/01/2023,Banque SG,6835.23,0
06/01/2023,TVA collectée,0,1139.2
06/01/2023,Ventes de marchandises,0,5696.03
06/01/2023,Clients Céline Bourdon,3561.6,0
06/01/2023,TVA collectée,0,593.6
06/01/2023,Ventes de marchandises,0,2968
06/01/2023,Clients Odette Couturier Le Benoit,5266.38,0
06/01/2023,TVA collectée,0,877.73
06/01/2023,Ventes de marchandises,0,4388.65
06/01/2023,Clients Michelle,2008.64,0
06/01/2023,TVA collectée,0,334.77
06/01/2023,Ventes de marchandises,0,1673.87
06/01/2023,Clients Robert Meunier,5667.76,0
06/01/2023,TVA collectée,0,944.63
